InspectionID,District,Block,Designation,Name of inspector,InspectionPlan,InspectionDate,UdiseCode,SchoolName,Question_Eng,Observation_Eng
11123,SHIMLA,SUNI,Block   Elementary Education Officer,MOHAN LAL,http://ssa.pragyaware.com/PDF/Inspection/Inspection-11123.pdf,2018-11-01,2111603801,GPS KANGRI,Number of students in grade B  Mat, 01
11123,SHIMLA,SUNI,Block   Elementary Education Officer,MOHAN LAL,http://ssa.pragyaware.com/PDF/Inspection/Inspection-11123.pdf,2018-11-01,2111603801,GPS KANGRI,Number of students in grade C Mat, 00
11123,SHIMLA,SUNI,Block   Elementary Education Officer,MOHAN LAL,http://ssa.pragyaware.com/PDF/Inspection/Inspection-11123.pdf,2018-11-01,2111603801,GPS KANGRI,Number of students in grade D Mat, 00
11123,SHIMLA,SUNI,Block   Elementary Education Officer,MOHAN LAL,http://ssa.pragyaware.com/PDF/Inspection/Inspection-11123.pdf,2018-11-01,2111603801,GPS KANGRI,Total number of students in class 3  Hin, 02
11123,SHIMLA,SUNI,Block   Elementary Education Officer,MOHAN LAL,http://ssa.pragyaware.com/PDF/Inspection/Inspection-11123.pdf,2018-11-01,2111603801,GPS KANGRI,Number of students in grade A Hin, 00
11123,SHIMLA,SUNI,Block   Elementary Education Officer,MOHAN LAL,http://ssa.pragyaware.com/PDF/Inspection/Inspection-11123.pdf,2018-11-01,2111603801,GPS KANGRI,Number of students in grade B Hin, 02
11123,SHIMLA,SUNI,Block   Elementary Education Officer,MOHAN LAL,http://ssa.pragyaware.com/PDF/Inspection/Inspection-11123.pdf,2018-11-01,2111603801,GPS KANGRI,Number of students in grade C Hin, 00
11123,SHIMLA,SUNI,Block   Elementary Education Officer,MOHAN LAL,http://ssa.pragyaware.com/PDF/Inspection/Inspection-11123.pdf,2018-11-01,2111603801,GPS KANGRI,Number of students in grade D Hin, 00
11123,SHIMLA,SUNI,Block   Elementary Education Officer,MOHAN LAL,http://ssa.pragyaware.com/PDF/Inspection/Inspection-11123.pdf,2018-11-01,2111603801,GPS KANGRI,Number of students in grade E Hin, 00
11124,SHIMLA,KUMARSAIN,Block   Elementary Education Officer,Narender Kumar,http://ssa.pragyaware.com/PDF/Inspection/Inspection-11124.pdf,2018-11-01,2110807401,GPS SARAHAN,Total number of students in class 3 Mat, 2
11124,SHIMLA,KUMARSAIN,Block   Elementary Education Officer,Narender Kumar,http://ssa.pragyaware.com/PDF/Inspection/Inspection-11124.pdf,2018-11-01,2110807401,GPS SARAHAN,Number of students in grade A Mat, 0
11124,SHIMLA,KUMARSAIN,Block   Elementary Education Officer,Narender Kumar,http://ssa.pragyaware.com/PDF/Inspection/Inspection-11124.pdf,2018-11-01,2110807401,GPS SARAHAN,Number of students in grade B  Mat, 2
11124,SHIMLA,KUMARSAIN,Block   Elementary Education Officer,Narender Kumar,http://ssa.pragyaware.com/PDF/Inspection/Inspection-11124.pdf,2018-11-01,2110807401,GPS SARAHAN,Number of students in grade C Mat, 0
11124,SHIMLA,KUMARSAIN,Block   Elementary Education Officer,Narender Kumar,http://ssa.pragyaware.com/PDF/Inspection/Inspection-11124.pdf,2018-11-01,2110807401,GPS SARAHAN,Number of students in grade D Mat, 0
11124,SHIMLA,KUMARSAIN,Block   Elementary Education Officer,Narender Kumar,http://ssa.pragyaware.com/PDF/Inspection/Inspection-11124.pdf,2018-11-01,2110807401,GPS SARAHAN,Total number of students in class 3  Hin, 2
11124,SHIMLA,KUMARSAIN,Block   Elementary Education Officer,Narender Kumar,http://ssa.pragyaware.com/PDF/Inspection/Inspection-11124.pdf,2018-11-01,2110807401,GPS SARAHAN,Number of students in grade A Hin, 0
11124,SHIMLA,KUMARSAIN,Block   Elementary Education Officer,Narender Kumar,http://ssa.pragyaware.com/PDF/Inspection/Inspection-11124.pdf,2018-11-01,2110807401,GPS SARAHAN,Number of students in grade B Hin, 2
11124,SHIMLA,KUMARSAIN,Block   Elementary Education Officer,Narender Kumar,http://ssa.pragyaware.com/PDF/Inspection/Inspection-11124.pdf,2018-11-01,2110807401,GPS SARAHAN,Number of students in grade C Hin, 0
11124,SHIMLA,KUMARSAIN,Block   Elementary Education Officer,Narender Kumar,http://ssa.pragyaware.com/PDF/Inspection/Inspection-11124.pdf,2018-11-01,2110807401,GPS SARAHAN,Number of students in grade D Hin, 0
11124,SHIMLA,KUMARSAIN,Block   Elementary Education Officer,Narender Kumar,http://ssa.pragyaware.com/PDF/Inspection/Inspection-11124.pdf,2018-11-01,2110807401,GPS SARAHAN,Number of students in grade E Hin, 0
11124,SHIMLA,KUMARSAIN,Block   Elementary Education Officer,Narender Kumar,http://ssa.pragyaware.com/PDF/Inspection/Inspection-11124.pdf,2018-11-01,2110807401,GPS SARAHAN,work by the teachers is satisfactory,lot of hard work needed for enrollment of students.
11125,KULLU,NAGGAR,Block Resource Centre Coordinator,SIKANDER THAKUR,http://ssa.pragyaware.com/PDF/Inspection/Inspection-11125.pdf,2018-11-01,2040101302,GSSS MANALI,satisfactory,
12120,KANGRA,DADASIBA,Block Resource Centre Coordinator,PARAMJIT SINGH,http://ssa.pragyaware.com/PDF/Inspection/Inspection-12120.pdf,2018-11-02,2020405402,GHS JANDOUR,School is situated on Chintpurni Terrace Road,
12121,MANDI,DRANG-2,District Project Officer cum DIET Principal,Balwir Bhardwaj,http://ssa.pragyaware.com/PDF/Inspection/Inspection-12121.pdf,2018-11-02,2051202302,GSSS PADHAR,"school campus is neat and clean,learning of students is good level",
12122,MANDI,DRANG-2,District Project Officer cum DIET Principal,Balwir Bhardwaj,http://ssa.pragyaware.com/PDF/Inspection/Inspection-12122.pdf,2018-11-02,2051202302,GSSS PADHAR,"school campus is neat and clean,learning of students is good level",
12123,UNA,GAGRET-2,Block Resource Centre Coordinator,SUDHIR GAUTAM,http://ssa.pragyaware.com/PDF/Inspection/Inspection-12123.pdf,2018-11-02,2070405501,GPS THANIKPURA,Total number of students in class 3 Mat, 2
12123,UNA,GAGRET-2,Block Resource Centre Coordinator,SUDHIR GAUTAM,http://ssa.pragyaware.com/PDF/Inspection/Inspection-12123.pdf,2018-11-02,2070405501,GPS THANIKPURA,Number of students in grade A Mat, 0
12123,UNA,GAGRET-2,Block Resource Centre Coordinator,SUDHIR GAUTAM,http://ssa.pragyaware.com/PDF/Inspection/Inspection-12123.pdf,2018-11-02,2070405501,GPS THANIKPURA,Number of students in grade B  Mat, 1
12123,UNA,GAGRET-2,Block Resource Centre Coordinator,SUDHIR GAUTAM,http://ssa.pragyaware.com/PDF/Inspection/Inspection-12123.pdf,2018-11-02,2070405501,GPS THANIKPURA,Number of students in grade C Mat, 1
12123,UNA,GAGRET-2,Block Resource Centre Coordinator,SUDHIR GAUTAM,http://ssa.pragyaware.com/PDF/Inspection/Inspection-12123.pdf,2018-11-02,2070405501,GPS THANIKPURA,Number of students in grade D Mat, 0
12123,UNA,GAGRET-2,Block Resource Centre Coordinator,SUDHIR GAUTAM,http://ssa.pragyaware.com/PDF/Inspection/Inspection-12123.pdf,2018-11-02,2070405501,GPS THANIKPURA,Total number of students in class 3  Hin, 2
12123,UNA,GAGRET-2,Block Resource Centre Coordinator,SUDHIR GAUTAM,http://ssa.pragyaware.com/PDF/Inspection/Inspection-12123.pdf,2018-11-02,2070405501,GPS THANIKPURA,Number of students in grade A Hin, 0
12123,UNA,GAGRET-2,Block Resource Centre Coordinator,SUDHIR GAUTAM,http://ssa.pragyaware.com/PDF/Inspection/Inspection-12123.pdf,2018-11-02,2070405501,GPS THANIKPURA,Number of students in grade B Hin, 1
12123,UNA,GAGRET-2,Block Resource Centre Coordinator,SUDHIR GAUTAM,http://ssa.pragyaware.com/PDF/Inspection/Inspection-12123.pdf,2018-11-02,2070405501,GPS THANIKPURA,Number of students in grade C Hin, 1
12123,UNA,GAGRET-2,Block Resource Centre Coordinator,SUDHIR GAUTAM,http://ssa.pragyaware.com/PDF/Inspection/Inspection-12123.pdf,2018-11-02,2070405501,GPS THANIKPURA,Number of students in grade D Hin, 0
12123,UNA,GAGRET-2,Block Resource Centre Coordinator,SUDHIR GAUTAM,http://ssa.pragyaware.com/PDF/Inspection/Inspection-12123.pdf,2018-11-02,2070405501,GPS THANIKPURA,Number of students in grade E Hin, 0
12123,UNA,GAGRET-2,Block Resource Centre Coordinator,SUDHIR GAUTAM,http://ssa.pragyaware.com/PDF/Inspection/Inspection-12123.pdf,2018-11-02,2070405501,GPS THANIKPURA,ampus is kept clean, Teachers photographs are displayed 
12124,UNA,AMB,Block Resource Centre Coordinator,SUSHIL MALHOTRA,http://ssa.pragyaware.com/PDF/Inspection/Inspection-12124.pdf,2018-11-02,2070504302,GMS KATHIARI,AMat,
12124,UNA,AMB,Block Resource Centre Coordinator,SUSHIL MALHOTRA,http://ssa.pragyaware.com/PDF/Inspection/Inspection-12124.pdf,2018-11-02,2070504302,GMS KATHIARI,unds required for boundary wall, 
12125,BILASPUR (H.P.),GHUMARWIN-II,Block   Elementary Education Officer,Rajinder Singh,http://ssa.pragyaware.com/PDF/Inspection/Inspection-12125.pdf,2018-11-02,2080514302,GPS JHORU,Total number of students in class 3 Mat, 4
12125,BILASPUR (H.P.),GHUMARWIN-II,Block   Elementary Education Officer,Rajinder Singh,http://ssa.pragyaware.com/PDF/Inspection/Inspection-12125.pdf,2018-11-02,2080514302,GPS JHORU,Number of students in grade A Mat, 0
12125,BILASPUR (H.P.),GHUMARWIN-II,Block   Elementary Education Officer,Rajinder Singh,http://ssa.pragyaware.com/PDF/Inspection/Inspection-12125.pdf,2018-11-02,2080514302,GPS JHORU,Number of students in grade B  Mat, 2
12125,BILASPUR (H.P.),GHUMARWIN-II,Block   Elementary Education Officer,Rajinder Singh,http://ssa.pragyaware.com/PDF/Inspection/Inspection-12125.pdf,2018-11-02,2080514302,GPS JHORU,Number of students in grade C Mat, 0
12125,BILASPUR (H.P.),GHUMARWIN-II,Block   Elementary Education Officer,Rajinder Singh,http://ssa.pragyaware.com/PDF/Inspection/Inspection-12125.pdf,2018-11-02,2080514302,GPS JHORU,Number of students in grade D Mat, 2
12125,BILASPUR (H.P.),GHUMARWIN-II,Block   Elementary Education Officer,Rajinder Singh,http://ssa.pragyaware.com/PDF/Inspection/Inspection-12125.pdf,2018-11-02,2080514302,GPS JHORU,Total number of students in class 3  Hin, 4
12125,BILASPUR (H.P.),GHUMARWIN-II,Block   Elementary Education Officer,Rajinder Singh,http://ssa.pragyaware.com/PDF/Inspection/Inspection-12125.pdf,2018-11-02,2080514302,GPS JHORU,Number of students in grade A Hin, 0
12125,BILASPUR (H.P.),GHUMARWIN-II,Block   Elementary Education Officer,Rajinder Singh,http://ssa.pragyaware.com/PDF/Inspection/Inspection-12125.pdf,2018-11-02,2080514302,GPS JHORU,Number of students in grade B Hin, 2
12125,BILASPUR (H.P.),GHUMARWIN-II,Block   Elementary Education Officer,Rajinder Singh,http://ssa.pragyaware.com/PDF/Inspection/Inspection-12125.pdf,2018-11-02,2080514302,GPS JHORU,Number of students in grade C Hin, 0
12125,BILASPUR (H.P.),GHUMARWIN-II,Block   Elementary Education Officer,Rajinder Singh,http://ssa.pragyaware.com/PDF/Inspection/Inspection-12125.pdf,2018-11-02,2080514302,GPS JHORU,Number of students in grade D Hin, 0
12125,BILASPUR (H.P.),GHUMARWIN-II,Block   Elementary Education Officer,Rajinder Singh,http://ssa.pragyaware.com/PDF/Inspection/Inspection-12125.pdf,2018-11-02,2080514302,GPS JHORU,Number of students in grade E Hin, 2
12125,BILASPUR (H.P.),GHUMARWIN-II,Block   Elementary Education Officer,Rajinder Singh,http://ssa.pragyaware.com/PDF/Inspection/Inspection-12125.pdf,2018-11-02,2080514302,GPS JHORU,sbi los ko ache said class me use krne ko advise kea gya,
12126,MANDI,DRANG-1,Block Resource Centre Coordinator,Manoj kumar,http://ssa.pragyaware.com/PDF/Inspection/Inspection-12126.pdf,2018-11-03,2051106102,GSSS BAROT,AMat,
12126,MANDI,DRANG-1,Block Resource Centre Coordinator,Manoj kumar,http://ssa.pragyaware.com/PDF/Inspection/Inspection-12126.pdf,2018-11-03,2051106102,GSSS BAROT,chool have achieved very much in cultural activity, 
12127,MANDI,DRANG-1,District Project Officer cum DIET Principal,Balwir Bhardwaj,http://ssa.pragyaware.com/PDF/Inspection/Inspection-12127.pdf,2018-11-03,2051106102,GSSS BAROT,"school is neat and clean,learning level is good,overall campus is well maintained",
12128,MANDI,DRANG-1,Block Resource Centre Coordinator,Vijay Kumar,http://ssa.pragyaware.com/PDF/Inspection/Inspection-12128.pdf,2018-11-03,2051106101,GPS BAROT,Total number of students in class 3 Mat, 16
12128,MANDI,DRANG-1,Block Resource Centre Coordinator,Vijay Kumar,http://ssa.pragyaware.com/PDF/Inspection/Inspection-12128.pdf,2018-11-03,2051106101,GPS BAROT,Number of students in grade A Mat, 4
12128,MANDI,DRANG-1,Block Resource Centre Coordinator,Vijay Kumar,http://ssa.pragyaware.com/PDF/Inspection/Inspection-12128.pdf,2018-11-03,2051106101,GPS BAROT,Number of students in grade B  Mat, 3
12128,MANDI,DRANG-1,Block Resource Centre Coordinator,Vijay Kumar,http://ssa.pragyaware.com/PDF/Inspection/Inspection-12128.pdf,2018-11-03,2051106101,GPS BAROT,Number of students in grade C Mat, 6
12128,MANDI,DRANG-1,Block Resource Centre Coordinator,Vijay Kumar,http://ssa.pragyaware.com/PDF/Inspection/Inspection-12128.pdf,2018-11-03,2051106101,GPS BAROT,Number of students in grade D Mat, 1
12128,MANDI,DRANG-1,Block Resource Centre Coordinator,Vijay Kumar,http://ssa.pragyaware.com/PDF/Inspection/Inspection-12128.pdf,2018-11-03,2051106101,GPS BAROT,Total number of students in class 3  Hin, 16
12128,MANDI,DRANG-1,Block Resource Centre Coordinator,Vijay Kumar,http://ssa.pragyaware.com/PDF/Inspection/Inspection-12128.pdf,2018-11-03,2051106101,GPS BAROT,Number of students in grade A Hin, 7
12128,MANDI,DRANG-1,Block Resource Centre Coordinator,Vijay Kumar,http://ssa.pragyaware.com/PDF/Inspection/Inspection-12128.pdf,2018-11-03,2051106101,GPS BAROT,Number of students in grade B Hin, 4
12128,MANDI,DRANG-1,Block Resource Centre Coordinator,Vijay Kumar,http://ssa.pragyaware.com/PDF/Inspection/Inspection-12128.pdf,2018-11-03,2051106101,GPS BAROT,Number of students in grade C Hin, 2
12128,MANDI,DRANG-1,Block Resource Centre Coordinator,Vijay Kumar,http://ssa.pragyaware.com/PDF/Inspection/Inspection-12128.pdf,2018-11-03,2051106101,GPS BAROT,Number of students in grade D Hin, 1
12128,MANDI,DRANG-1,Block Resource Centre Coordinator,Vijay Kumar,http://ssa.pragyaware.com/PDF/Inspection/Inspection-12128.pdf,2018-11-03,2051106101,GPS BAROT,Number of students in grade E Hin, 2
12128,MANDI,DRANG-1,Block Resource Centre Coordinator,Vijay Kumar,http://ssa.pragyaware.com/PDF/Inspection/Inspection-12128.pdf,2018-11-03,2051106101,GPS BAROT,enrollment increased in this session by efforts of teachers and smc,"one more post should be created as the enrollment incresed 52 to 62 in this year.kitchen shed is nit in good condition,undersize and require major repair."
12129,MANDI,DRANG-1,Block Resource Centre Coordinator,Manoj kumar,http://ssa.pragyaware.com/PDF/Inspection/Inspection-12129.pdf,2018-11-03,2051105302,GHS BARDHAN,no,
12130,MANDI,DRANG-1,District Project Officer cum DIET Principal,Balwir Bhardwaj,http://ssa.pragyaware.com/PDF/Inspection/Inspection-12130.pdf,2018-11-03,2051105302,GHS BARDHAN,"school campus is well maintained,neat and clean,learning level is good",
12132,KULLU,NAGGAR,Block Resource Centre Coordinator,SIKANDER THAKUR,http://ssa.pragyaware.com/PDF/Inspection/Inspection-12132.pdf,2018-11-05,2040100905,GHS PALCHAN,AMat,
12132,KULLU,NAGGAR,Block Resource Centre Coordinator,SIKANDER THAKUR,http://ssa.pragyaware.com/PDF/Inspection/Inspection-12132.pdf,2018-11-05,2040100905,GHS PALCHAN,New school building under construction,School is running in GPS 
12133,KINNAUR,NICHAR,Block Resource Centre Coordinator,PUNEET NEGI,http://ssa.pragyaware.com/PDF/Inspection/Inspection-12133.pdf,2018-11-12,2120101201,GHS SUNGRA,condition and infrastructure of school is good and thr learning level of the students is up to mark of their SA and FA result,
