InspectionID,District,Block,Designation,Name of inspector,InspectionPlan,InspectionDate,UdiseCode,SchoolName,Question,Observation
11118,SHIMLA,SUNI,Block   Elementary Education Officer,MOHAN LAL,http://ssa.pragyaware.com/PDF/Inspection/Inspection-11118.pdf,01/11/18,2111603401,GPS PATTUKHAR,Enter total number of students in each grade in class 3 / class 8 Hindi in the most recent assessment exams  / सबसे हाल के मूल्यांकन परीक्षा में कक्षा 3 / कक्षा 8 हिंदी में प्रत्येक ग्रेड में छात्रों की कुल संख्या दर्ज करें,Number of students in grade B / ग्रेड बी में छात्रों की कुल संख्या. 01
11118,SHIMLA,SUNI,Block   Elementary Education Officer,MOHAN LAL,http://ssa.pragyaware.com/PDF/Inspection/Inspection-11118.pdf,01/11/18,2111603401,GPS PATTUKHAR,Enter total number of students in each grade in class 3 / class 8 Hindi in the most recent assessment exams  / सबसे हाल के मूल्यांकन परीक्षा में कक्षा 3 / कक्षा 8 हिंदी में प्रत्येक ग्रेड में छात्रों की कुल संख्या दर्ज करें,Number of students in grade C / ग्रेड सी में छात्रों की कुल संख्या. 02
11118,SHIMLA,SUNI,Block   Elementary Education Officer,MOHAN LAL,http://ssa.pragyaware.com/PDF/Inspection/Inspection-11118.pdf,01/11/18,2111603401,GPS PATTUKHAR,Enter total number of students in each grade in class 3 / class 8 Hindi in the most recent assessment exams  / सबसे हाल के मूल्यांकन परीक्षा में कक्षा 3 / कक्षा 8 हिंदी में प्रत्येक ग्रेड में छात्रों की कुल संख्या दर्ज करें,Number of students in grade D / ग्रेड डी में छात्रों की कुल संख्या. 00
11118,SHIMLA,SUNI,Block   Elementary Education Officer,MOHAN LAL,http://ssa.pragyaware.com/PDF/Inspection/Inspection-11118.pdf,01/11/18,2111603401,GPS PATTUKHAR,Enter total number of students in each grade in class 3 / class 8 Hindi in the most recent assessment exams  / सबसे हाल के मूल्यांकन परीक्षा में कक्षा 3 / कक्षा 8 हिंदी में प्रत्येक ग्रेड में छात्रों की कुल संख्या दर्ज करें,Number of students in grade E / ग्रेड ई में छात्रों की कुल संख्या. 00
11118,SHIMLA,SUNI,Block   Elementary Education Officer,MOHAN LAL,http://ssa.pragyaware.com/PDF/Inspection/Inspection-11118.pdf,01/11/18,2111603401,GPS PATTUKHAR,Does the school have access to clean drinking water? / क्या स्कूल में स्वच्छ पीने की पानी की सुविधा है?,Yes / हाँ. 
11118,SHIMLA,SUNI,Block   Elementary Education Officer,MOHAN LAL,http://ssa.pragyaware.com/PDF/Inspection/Inspection-11118.pdf,01/11/18,2111603401,GPS PATTUKHAR,Does the school need urgent safety repairs? / क्या स्कूल को तत्काल सुरक्षा मरम्मत की आवश्यकता है?,No / नहीं. 
11118,SHIMLA,SUNI,Block   Elementary Education Officer,MOHAN LAL,http://ssa.pragyaware.com/PDF/Inspection/Inspection-11118.pdf,01/11/18,2111603401,GPS PATTUKHAR,Does the school have electricity? / क्या स्कूल में बिजली है?,Yes / हाँ. 
11118,SHIMLA,SUNI,Block   Elementary Education Officer,MOHAN LAL,http://ssa.pragyaware.com/PDF/Inspection/Inspection-11118.pdf,01/11/18,2111603401,GPS PATTUKHAR,Are the toilets clean and functional? / शौचालय स्वच्छ और कार्यात्मक हैं?,Yes / हाँ. 
11118,SHIMLA,SUNI,Block   Elementary Education Officer,MOHAN LAL,http://ssa.pragyaware.com/PDF/Inspection/Inspection-11118.pdf,01/11/18,2111603401,GPS PATTUKHAR,Does the school have separate toilets for boys and girls? / क्या स्कूल में लड़कों और लड़कियों के लिए अलग शौचालय हैं?,Yes / हाँ. 
11118,SHIMLA,SUNI,Block   Elementary Education Officer,MOHAN LAL,http://ssa.pragyaware.com/PDF/Inspection/Inspection-11118.pdf,01/11/18,2111603401,GPS PATTUKHAR,Are ramps available in the school? / शारीरिक रूप से विकलांग छात्रों के लिए रैंप उपलब्ध हैं?,Yes / हाँ . 
11118,SHIMLA,SUNI,Block   Elementary Education Officer,MOHAN LAL,http://ssa.pragyaware.com/PDF/Inspection/Inspection-11118.pdf,01/11/18,2111603401,GPS PATTUKHAR,Are braille books available for visually challenged students? / क्या ब्रेल किताबें मंद दृष्टि छात्रों के लिए उपलब्ध हैं?,No / नहीं . 
11118,SHIMLA,SUNI,Block   Elementary Education Officer,MOHAN LAL,http://ssa.pragyaware.com/PDF/Inspection/Inspection-11118.pdf,01/11/18,2111603401,GPS PATTUKHAR,"Are all children sitting together without segregation on basis on caste, class, religion or physical or mental handicap? / क्या सभी बच्चे जाति, वर्ग, धर्म या शारीरिक या मानसिक विकलांगता के आधार पर अलगाव के बिना एक साथ बैठे हैं?",No / नहीं . 
11118,SHIMLA,SUNI,Block   Elementary Education Officer,MOHAN LAL,http://ssa.pragyaware.com/PDF/Inspection/Inspection-11118.pdf,01/11/18,2111603401,GPS PATTUKHAR,No of unattended classrooms (i.e. teacher is not teaching in the classroom during class hours) / कक्षाएं जिनमें शिक्षक अनुपस्थित हैं (i.e. टीचर क्लास को पढ़ा नहीं रहे),0
11118,SHIMLA,SUNI,Block   Elementary Education Officer,MOHAN LAL,http://ssa.pragyaware.com/PDF/Inspection/Inspection-11118.pdf,01/11/18,2111603401,GPS PATTUKHAR,"Is any teacher on unauthorised leave? If yes, then enter the name of teacher (For proof, take picture of attendance register) / क्या कोई शिक्षक अनधिकृत छुट्टी पर है? यदि हां, तो शिक्षक का नाम दर्ज करें (फोटोग्राफ के लिए अटेंडेंस रजिस्टर का फोटो ले)",No / नहीं . 
11118,SHIMLA,SUNI,Block   Elementary Education Officer,MOHAN LAL,http://ssa.pragyaware.com/PDF/Inspection/Inspection-11118.pdf,01/11/18,2111603401,GPS PATTUKHAR,No of Teacher Vacancies / शिक्षक रिक्तियों की संख्या,0
11118,SHIMLA,SUNI,Block   Elementary Education Officer,MOHAN LAL,http://ssa.pragyaware.com/PDF/Inspection/Inspection-11118.pdf,01/11/18,2111603401,GPS PATTUKHAR,Was SMC Meeting held in last month? / एसएमसी की बैठक पिछले महीने हुई थी?,Yes / हाँ . 
11118,SHIMLA,SUNI,Block   Elementary Education Officer,MOHAN LAL,http://ssa.pragyaware.com/PDF/Inspection/Inspection-11118.pdf,01/11/18,2111603401,GPS PATTUKHAR,Are minutes of SMC meeting maintained? / एसएमसी बैठक के मिनट उपलब्ध हैं ?,Yes / हाँ . 
11118,SHIMLA,SUNI,Block   Elementary Education Officer,MOHAN LAL,http://ssa.pragyaware.com/PDF/Inspection/Inspection-11118.pdf,01/11/18,2111603401,GPS PATTUKHAR,"Compared to last year, has there been increase or decrease in enrolment? / पिछले साल की तुलना में, नामांकन में वृद्धि या कमी आई है?",Increased / वृद्धि हुई. 
11118,SHIMLA,SUNI,Block   Elementary Education Officer,MOHAN LAL,http://ssa.pragyaware.com/PDF/Inspection/Inspection-11118.pdf,01/11/18,2111603401,GPS PATTUKHAR,Does the school provide support at pre-primary level? / क्या स्कूल प्रे प्राइमरी लेवल पर समर्थन देती है ?,Yes / हाँ . 
11118,SHIMLA,SUNI,Block   Elementary Education Officer,MOHAN LAL,http://ssa.pragyaware.com/PDF/Inspection/Inspection-11118.pdf,01/11/18,2111603401,GPS PATTUKHAR,Is training for Out of School Children being done? / क्या Out of School बच्चों के लिए ट्रेनिंग अथवा प्रशिक्षण होती है ?,Yes / हाँ . 
11118,SHIMLA,SUNI,Block   Elementary Education Officer,MOHAN LAL,http://ssa.pragyaware.com/PDF/Inspection/Inspection-11118.pdf,01/11/18,2111603401,GPS PATTUKHAR,Are sports activities conducted? / क्या खेल गतिविधियों का आयोजन किया जाता है?,Yes / हाँ . 
11118,SHIMLA,SUNI,Block   Elementary Education Officer,MOHAN LAL,http://ssa.pragyaware.com/PDF/Inspection/Inspection-11118.pdf,01/11/18,2111603401,GPS PATTUKHAR,Are co-curricular activities conducted? / क्या अतिरिक्त पाठ्यचर्या गतिविधि आयोजित होती है?,Yes / हाँ . 
11118,SHIMLA,SUNI,Block   Elementary Education Officer,MOHAN LAL,http://ssa.pragyaware.com/PDF/Inspection/Inspection-11118.pdf,01/11/18,2111603401,GPS PATTUKHAR,Has the school filled its SDP? (online or offline) / क्या स्कूल ने अपना एसडीपी भरा है?,Yes / हाँ . 
11118,SHIMLA,SUNI,Block   Elementary Education Officer,MOHAN LAL,http://ssa.pragyaware.com/PDF/Inspection/Inspection-11118.pdf,01/11/18,2111603401,GPS PATTUKHAR,Do the teachers watch TheTeacherApp courses suggested in Continuous Learning Programme? / क्या शिक्षक Continuous Learning प्रोग्राम के तहत TheTeacherApp की कोर्सेज का प्रयोग करते हैं ?,"Yes, they watch the course and discuss it in the cluster meetings / हाँ, वोह कोर्सेज देखकर क्लस्टर मीटिंग्स में डिसकस करते हैं |. "
11119,UNA,AMB,Block Resource Centre Coordinator,SUSHIL MALHOTRA,http://ssa.pragyaware.com/PDF/Inspection/Inspection-11119.pdf,01/11/18,2070504301,GPS KATHIARI,Which class are you observing? / किस कक्षा का निरीक्षण किया जा रहा है ?,5
11119,UNA,AMB,Block Resource Centre Coordinator,SUSHIL MALHOTRA,http://ssa.pragyaware.com/PDF/Inspection/Inspection-11119.pdf,01/11/18,2070504301,GPS KATHIARI,PMIS code of teacher / शिक्षक के पीएमआईएस कोड,3343
11119,UNA,AMB,Block Resource Centre Coordinator,SUSHIL MALHOTRA,http://ssa.pragyaware.com/PDF/Inspection/Inspection-11119.pdf,01/11/18,2070504301,GPS KATHIARI,Is the teacher using Activity Based Learning?  / क्या शिक्षक गतिविधि आधारित शिक्षा का उपयोग कर रहा है?,Yes / हाँ . 
11119,UNA,AMB,Block Resource Centre Coordinator,SUSHIL MALHOTRA,http://ssa.pragyaware.com/PDF/Inspection/Inspection-11119.pdf,01/11/18,2070504301,GPS KATHIARI,Are Learning Outcomes (Seekhne ke Pratifal) charts pasted in every classroom?  / क्या लर्निंग आउटकम या सीखने के प्रतीफाल चार्ट हर क्लास में लगे हैं?,Yes / हाँ . 
11119,UNA,AMB,Block Resource Centre Coordinator,SUSHIL MALHOTRA,http://ssa.pragyaware.com/PDF/Inspection/Inspection-11119.pdf,01/11/18,2070504301,GPS KATHIARI,Are CCE records maintained?  / क्या स्कूल ने सीसीई रिकॉर्ड अपडेटेड रखें है?,Yes / हाँ . 
11119,UNA,AMB,Block Resource Centre Coordinator,SUSHIL MALHOTRA,http://ssa.pragyaware.com/PDF/Inspection/Inspection-11119.pdf,01/11/18,2070504301,GPS KATHIARI,Please ask atleast 3 students questions based on Learning Outcomes. How was their performance? / सीखने के प्रतिफल के आधार पर कम से कम 3 छात्रों से प्रश्न पूछें। बच्चों का प्रदर्शन कैसा रहा?,Satisfactory / संतोषजनक. 
11119,UNA,AMB,Block Resource Centre Coordinator,SUSHIL MALHOTRA,http://ssa.pragyaware.com/PDF/Inspection/Inspection-11119.pdf,01/11/18,2070504301,GPS KATHIARI,Enter total number of students in each grade in class 3 / class 8 Maths in  the most recent assessment exams / सबसे हाल के मूल्यांकन परीक्षा में कक्षा 3 / कक्षा 8 गणित में प्रत्येक ग्रेड में छात्रों की कुल संख्या दर्ज करें,Total number of students in class 3 / class 8 / कक्षा 3 / कक्षा 8 में छात्रों की कुल संख्या. 14
11119,UNA,AMB,Block Resource Centre Coordinator,SUSHIL MALHOTRA,http://ssa.pragyaware.com/PDF/Inspection/Inspection-11119.pdf,01/11/18,2070504301,GPS KATHIARI,Enter total number of students in each grade in class 3 / class 8 Maths in  the most recent assessment exams / सबसे हाल के मूल्यांकन परीक्षा में कक्षा 3 / कक्षा 8 गणित में प्रत्येक ग्रेड में छात्रों की कुल संख्या दर्ज करें,Number of students in grade A / ग्रेड ए में छात्रों की संख्या. 5
11119,UNA,AMB,Block Resource Centre Coordinator,SUSHIL MALHOTRA,http://ssa.pragyaware.com/PDF/Inspection/Inspection-11119.pdf,01/11/18,2070504301,GPS KATHIARI,Enter total number of students in each grade in class 3 / class 8 Maths in  the most recent assessment exams / सबसे हाल के मूल्यांकन परीक्षा में कक्षा 3 / कक्षा 8 गणित में प्रत्येक ग्रेड में छात्रों की कुल संख्या दर्ज करें,Number of students in grade B  / ग्रेड बी में छात्रों की संख्या. 1
11119,UNA,AMB,Block Resource Centre Coordinator,SUSHIL MALHOTRA,http://ssa.pragyaware.com/PDF/Inspection/Inspection-11119.pdf,01/11/18,2070504301,GPS KATHIARI,Enter total number of students in each grade in class 3 / class 8 Maths in  the most recent assessment exams / सबसे हाल के मूल्यांकन परीक्षा में कक्षा 3 / कक्षा 8 गणित में प्रत्येक ग्रेड में छात्रों की कुल संख्या दर्ज करें,Number of students in grade C / ग्रेड सी में छात्रों की संख्या. 7
11119,UNA,AMB,Block Resource Centre Coordinator,SUSHIL MALHOTRA,http://ssa.pragyaware.com/PDF/Inspection/Inspection-11119.pdf,01/11/18,2070504301,GPS KATHIARI,Enter total number of students in each grade in class 3 / class 8 Maths in  the most recent assessment exams / सबसे हाल के मूल्यांकन परीक्षा में कक्षा 3 / कक्षा 8 गणित में प्रत्येक ग्रेड में छात्रों की कुल संख्या दर्ज करें,Number of students in grade D / ग्रेड डी में छात्रों की संख्या. 0
11119,UNA,AMB,Block Resource Centre Coordinator,SUSHIL MALHOTRA,http://ssa.pragyaware.com/PDF/Inspection/Inspection-11119.pdf,01/11/18,2070504301,GPS KATHIARI,Enter total number of students in each grade in class 3 / class 8 Hindi in the most recent assessment exams  / सबसे हाल के मूल्यांकन परीक्षा में कक्षा 3 / कक्षा 8 हिंदी में प्रत्येक ग्रेड में छात्रों की कुल संख्या दर्ज करें,Total number of students in class 3  / कक्षा 3 में छात्रों की कुल संख्या. 14
11119,UNA,AMB,Block Resource Centre Coordinator,SUSHIL MALHOTRA,http://ssa.pragyaware.com/PDF/Inspection/Inspection-11119.pdf,01/11/18,2070504301,GPS KATHIARI,Enter total number of students in each grade in class 3 / class 8 Hindi in the most recent assessment exams  / सबसे हाल के मूल्यांकन परीक्षा में कक्षा 3 / कक्षा 8 हिंदी में प्रत्येक ग्रेड में छात्रों की कुल संख्या दर्ज करें,Number of students in grade A / ग्रेड ए में छात्रों की संख्या. 5
11119,UNA,AMB,Block Resource Centre Coordinator,SUSHIL MALHOTRA,http://ssa.pragyaware.com/PDF/Inspection/Inspection-11119.pdf,01/11/18,2070504301,GPS KATHIARI,Enter total number of students in each grade in class 3 / class 8 Hindi in the most recent assessment exams  / सबसे हाल के मूल्यांकन परीक्षा में कक्षा 3 / कक्षा 8 हिंदी में प्रत्येक ग्रेड में छात्रों की कुल संख्या दर्ज करें,Number of students in grade B / ग्रेड बी में छात्रों की कुल संख्या. 1
11119,UNA,AMB,Block Resource Centre Coordinator,SUSHIL MALHOTRA,http://ssa.pragyaware.com/PDF/Inspection/Inspection-11119.pdf,01/11/18,2070504301,GPS KATHIARI,Enter total number of students in each grade in class 3 / class 8 Hindi in the most recent assessment exams  / सबसे हाल के मूल्यांकन परीक्षा में कक्षा 3 / कक्षा 8 हिंदी में प्रत्येक ग्रेड में छात्रों की कुल संख्या दर्ज करें,Number of students in grade C / ग्रेड सी में छात्रों की कुल संख्या. 7
11119,UNA,AMB,Block Resource Centre Coordinator,SUSHIL MALHOTRA,http://ssa.pragyaware.com/PDF/Inspection/Inspection-11119.pdf,01/11/18,2070504301,GPS KATHIARI,Enter total number of students in each grade in class 3 / class 8 Hindi in the most recent assessment exams  / सबसे हाल के मूल्यांकन परीक्षा में कक्षा 3 / कक्षा 8 हिंदी में प्रत्येक ग्रेड में छात्रों की कुल संख्या दर्ज करें,Number of students in grade D / ग्रेड डी में छात्रों की कुल संख्या. 0
11119,UNA,AMB,Block Resource Centre Coordinator,SUSHIL MALHOTRA,http://ssa.pragyaware.com/PDF/Inspection/Inspection-11119.pdf,01/11/18,2070504301,GPS KATHIARI,Enter total number of students in each grade in class 3 / class 8 Hindi in the most recent assessment exams  / सबसे हाल के मूल्यांकन परीक्षा में कक्षा 3 / कक्षा 8 हिंदी में प्रत्येक ग्रेड में छात्रों की कुल संख्या दर्ज करें,Number of students in grade E / ग्रेड ई में छात्रों की कुल संख्या. 1
11119,UNA,AMB,Block Resource Centre Coordinator,SUSHIL MALHOTRA,http://ssa.pragyaware.com/PDF/Inspection/Inspection-11119.pdf,01/11/18,2070504301,GPS KATHIARI,Does the school have access to clean drinking water? / क्या स्कूल में स्वच्छ पीने की पानी की सुविधा है?,Yes / हाँ. 
11119,UNA,AMB,Block Resource Centre Coordinator,SUSHIL MALHOTRA,http://ssa.pragyaware.com/PDF/Inspection/Inspection-11119.pdf,01/11/18,2070504301,GPS KATHIARI,Does the school need urgent safety repairs? / क्या स्कूल को तत्काल सुरक्षा मरम्मत की आवश्यकता है?,No / नहीं. 
11119,UNA,AMB,Block Resource Centre Coordinator,SUSHIL MALHOTRA,http://ssa.pragyaware.com/PDF/Inspection/Inspection-11119.pdf,01/11/18,2070504301,GPS KATHIARI,Does the school have electricity? / क्या स्कूल में बिजली है?,Yes / हाँ. 
11119,UNA,AMB,Block Resource Centre Coordinator,SUSHIL MALHOTRA,http://ssa.pragyaware.com/PDF/Inspection/Inspection-11119.pdf,01/11/18,2070504301,GPS KATHIARI,Are the toilets clean and functional? / शौचालय स्वच्छ और कार्यात्मक हैं?,Yes / हाँ. 
11119,UNA,AMB,Block Resource Centre Coordinator,SUSHIL MALHOTRA,http://ssa.pragyaware.com/PDF/Inspection/Inspection-11119.pdf,01/11/18,2070504301,GPS KATHIARI,Does the school have separate toilets for boys and girls? / क्या स्कूल में लड़कों और लड़कियों के लिए अलग शौचालय हैं?,Yes / हाँ. 
11119,UNA,AMB,Block Resource Centre Coordinator,SUSHIL MALHOTRA,http://ssa.pragyaware.com/PDF/Inspection/Inspection-11119.pdf,01/11/18,2070504301,GPS KATHIARI,Are ramps available in the school? / शारीरिक रूप से विकलांग छात्रों के लिए रैंप उपलब्ध हैं?,Yes / हाँ . 
11119,UNA,AMB,Block Resource Centre Coordinator,SUSHIL MALHOTRA,http://ssa.pragyaware.com/PDF/Inspection/Inspection-11119.pdf,01/11/18,2070504301,GPS KATHIARI,Are braille books available for visually challenged students? / क्या ब्रेल किताबें मंद दृष्टि छात्रों के लिए उपलब्ध हैं?,Not applicable / लागू नहीं. 
11119,UNA,AMB,Block Resource Centre Coordinator,SUSHIL MALHOTRA,http://ssa.pragyaware.com/PDF/Inspection/Inspection-11119.pdf,01/11/18,2070504301,GPS KATHIARI,"Are all children sitting together without segregation on basis on caste, class, religion or physical or mental handicap? / क्या सभी बच्चे जाति, वर्ग, धर्म या शारीरिक या मानसिक विकलांगता के आधार पर अलगाव के बिना एक साथ बैठे हैं?",Yes / हाँ . 
11119,UNA,AMB,Block Resource Centre Coordinator,SUSHIL MALHOTRA,http://ssa.pragyaware.com/PDF/Inspection/Inspection-11119.pdf,01/11/18,2070504301,GPS KATHIARI,"Is any teacher on unauthorised leave? If yes, then enter the name of teacher (For proof, take picture of attendance register) / क्या कोई शिक्षक अनधिकृत छुट्टी पर है? यदि हां, तो शिक्षक का नाम दर्ज करें (फोटोग्राफ के लिए अटेंडेंस रजिस्टर का फोटो ले)",No / नहीं . 
11119,UNA,AMB,Block Resource Centre Coordinator,SUSHIL MALHOTRA,http://ssa.pragyaware.com/PDF/Inspection/Inspection-11119.pdf,01/11/18,2070504301,GPS KATHIARI,Was SMC Meeting held in last month? / एसएमसी की बैठक पिछले महीने हुई थी?,Yes / हाँ . 
11119,UNA,AMB,Block Resource Centre Coordinator,SUSHIL MALHOTRA,http://ssa.pragyaware.com/PDF/Inspection/Inspection-11119.pdf,01/11/18,2070504301,GPS KATHIARI,Are minutes of SMC meeting maintained? / एसएमसी बैठक के मिनट उपलब्ध हैं ?,Yes / हाँ . 
11119,UNA,AMB,Block Resource Centre Coordinator,SUSHIL MALHOTRA,http://ssa.pragyaware.com/PDF/Inspection/Inspection-11119.pdf,01/11/18,2070504301,GPS KATHIARI,"Compared to last year, has there been increase or decrease in enrolment? / पिछले साल की तुलना में, नामांकन में वृद्धि या कमी आई है?",Decreased / कमी हुई. 
11119,UNA,AMB,Block Resource Centre Coordinator,SUSHIL MALHOTRA,http://ssa.pragyaware.com/PDF/Inspection/Inspection-11119.pdf,01/11/18,2070504301,GPS KATHIARI,Does the school provide support at pre-primary level? / क्या स्कूल प्रे प्राइमरी लेवल पर समर्थन देती है ?,Yes / हाँ . 
11119,UNA,AMB,Block Resource Centre Coordinator,SUSHIL MALHOTRA,http://ssa.pragyaware.com/PDF/Inspection/Inspection-11119.pdf,01/11/18,2070504301,GPS KATHIARI,Is training for Out of School Children being done? / क्या Out of School बच्चों के लिए ट्रेनिंग अथवा प्रशिक्षण होती है ?,No / नहीं . 
11119,UNA,AMB,Block Resource Centre Coordinator,SUSHIL MALHOTRA,http://ssa.pragyaware.com/PDF/Inspection/Inspection-11119.pdf,01/11/18,2070504301,GPS KATHIARI,Are sports activities conducted? / क्या खेल गतिविधियों का आयोजन किया जाता है?,Yes / हाँ . 
11119,UNA,AMB,Block Resource Centre Coordinator,SUSHIL MALHOTRA,http://ssa.pragyaware.com/PDF/Inspection/Inspection-11119.pdf,01/11/18,2070504301,GPS KATHIARI,Are co-curricular activities conducted? / क्या अतिरिक्त पाठ्यचर्या गतिविधि आयोजित होती है?,Yes / हाँ . 
11119,UNA,AMB,Block Resource Centre Coordinator,SUSHIL MALHOTRA,http://ssa.pragyaware.com/PDF/Inspection/Inspection-11119.pdf,01/11/18,2070504301,GPS KATHIARI,Has the school filled its SDP? (online or offline) / क्या स्कूल ने अपना एसडीपी भरा है?,Yes / हाँ . 
11119,UNA,AMB,Block Resource Centre Coordinator,SUSHIL MALHOTRA,http://ssa.pragyaware.com/PDF/Inspection/Inspection-11119.pdf,01/11/18,2070504301,GPS KATHIARI,Do the teachers watch TheTeacherApp courses suggested in Continuous Learning Programme? / क्या शिक्षक Continuous Learning प्रोग्राम के तहत TheTeacherApp की कोर्सेज का प्रयोग करते हैं ?,"Yes, they watch the course and discuss it in the cluster meetings / हाँ, वोह कोर्सेज देखकर क्लस्टर मीटिंग्स में डिसकस करते हैं |. "
